Total Play Time,Total XP,Bot Name,Level,Rarity,Health,Size,Haste,Crit,Resilience,Max Energy,Res. Yield Incr.,Mission Success Boost,Mission Crit Chance,Mission Number
1670.1499999999996,35017,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,393
153.35,4306,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,393
8.0,360,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,393
965.75,27764,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,394
1674.1499999999996,35089,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,394
161.35,4426,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,394
12.0,500,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,394
969.75,27812,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,395
1678.1499999999996,35161,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,395
163.35,4462,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,395
14.0,570,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,395
971.75,27848,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,396
1686.1499999999996,35281,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,396
167.35,4642,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,396
18.0,630,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,396
975.75,27908,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,397
1688.1499999999996,35311,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,397
169.35,4752,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,397
26.0,750,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,397
979.75,27956,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,398
1690.1499999999996,35401,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,398
171.54999999999998,4752,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,398
34.0,1110,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,398
987.75,28236,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,399
1692.7499999999995,35401,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,399
173.54999999999998,4782,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,399
36.0,1134,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,399
991.75,28308,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,400
1696.7499999999995,35581,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,400
175.54999999999998,4806,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,400
38.5,1134,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,400
993.75,28418,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,401
1698.7499999999995,35611,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,401
177.54999999999998,4876,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,401
40.5,1204,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,401
996.65,28418,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,402
1702.7499999999995,35751,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,402
181.54999999999998,4924,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,402
42.5,1294,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,402
1000.65,28638,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,403
1706.7499999999995,35799,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,403
185.54999999999998,5104,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,403
50.5,1654,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,403
1008.65,28734,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,404
1710.7499999999995,35859,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,404
189.54999999999998,5244,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,404
58.5,1934,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,404
1016.65,28830,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,405
1714.7499999999995,36039,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,405
193.54999999999998,5304,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,405
60.5,2044,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,405
1024.65,28950,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,406
1718.7499999999995,36219,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,406
201.54999999999998,5664,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,406
62.5,2080,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,406
1026.65,29040,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,407
1720.7499999999995,36309,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,407
205.54999999999998,5804,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,407
66.5,2300,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,407
1034.65,29400,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,408
1724.7499999999995,36381,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,408
209.54999999999998,6024,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,408
70.5,2520,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,408
1037.2,29400,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,409
1727.0499999999995,36381,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,409
212.1,6024,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,409
72.95,2520,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,409
1041.2,29448,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,410
1729.0499999999995,36491,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,410
216.1,6244,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,410
76.95,2700,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,410
1043.2,29538,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,411
1737.0499999999995,36931,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,411
220.1,6424,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,411
84.95,2820,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,411
1047.2,29758,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,412
1739.0499999999995,37021,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,412
224.1,6484,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,412
92.95,2916,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,412
1051.2,29978,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,413
1747.0499999999995,37117,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,413
228.1,6704,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,413
100.95,3036,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,413
1059.2,30418,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,414
1749.0499999999995,37187,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,414
232.1,6776,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,414
102.95,3072,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,414
1061.2,30454,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,415
1753.0499999999995,37327,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,415
234.1,6866,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,415
106.95,3252,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,415
1069.2,30550,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,416
1755.0499999999995,37397,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,416
236.1,6890,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,416
109.35000000000001,3252,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,416
1073.2,30770,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,417
1763.0499999999995,37757,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,417
238.1,6960,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,417
111.35000000000001,3322,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,417
1076.15,30770,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,418
1765.5999999999995,37757,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,418
242.1,7032,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,418
119.35000000000001,3466,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,418
1084.15,31050,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,419
1773.5999999999995,38037,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,419
244.65,7032,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,419
123.35000000000001,3514,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,419
1092.15,31410,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,420
1775.5999999999995,38073,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,420
246.65,7068,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,420
131.35000000000002,3610,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,420
1096.15,31550,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,421
1783.5999999999995,38513,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,421
254.65,7188,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,421
139.35000000000002,3890,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,421
1100.15,31730,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,422
1785.5999999999995,38583,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,422
262.65,7308,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,422
143.35000000000002,4030,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,422
1108.15,31826,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,423
1789.5999999999995,38723,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,423
266.65,7528,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,423
145.45000000000002,4030,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,423
1116.15,31922,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,424
1793.5999999999995,38795,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,424
270.65,7576,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,424
147.45000000000002,4100,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,424
1118.15,32032,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,425
1795.5999999999995,38819,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,425
278.65,7936,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,425
155.45000000000002,4220,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,425
1120.65,32032,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,426
1797.5999999999995,38929,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,426
281.25,7936,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,426
157.45000000000002,4250,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,426
1128.65,32176,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,427
1799.5999999999995,38965,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,427
285.25,8076,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,427
165.45000000000002,4610,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,427
1136.65,32536,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,428
1802.1999999999994,38965,bot9,18,epic,100,9,27,21,347,104,0.09,0.135,0.105,428
287.25,8146,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,428
169.45000000000002,4750,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,428
1138.65,32572,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,429
1806.1999999999994,39185,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,429
291.25,8366,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,429
171.45000000000002,4774,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,429
1142.65,32712,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,430
1808.1999999999994,39295,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,430
299.25,8806,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,430
175.45000000000002,4846,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,430
1144.65,32742,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,431
1812.1999999999994,39435,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,431
303.25,9026,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,431
179.45000000000002,4918,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,431
1146.65,32852,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,432
1820.1999999999994,39875,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,432
311.25,9386,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,432
182.00000000000003,4918,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,432
1148.65,32922,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,433
1828.1999999999994,39971,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,433
313.75,9386,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,433
186.00000000000003,5098,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,433
1150.65,33012,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,434
1836.1999999999994,40115,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,434
321.75,9506,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,434
190.00000000000003,5238,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,434
1154.65,33152,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,435
1838.1999999999994,40139,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,435
329.75,9650,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,435
198.00000000000003,5358,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,435
1158.65,33200,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,436
1840.1999999999994,40249,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,436
331.75,9674,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,436
200.00000000000003,5448,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,436
1160.65,33270,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,437
1842.6749999999993,40249,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,437
339.75,9770,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,437
208.00000000000003,5888,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,437
1163.5500000000002,33270,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,438
1850.6749999999993,40345,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,438
341.75,9840,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,438
212.00000000000003,5960,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,438
1165.5500000000002,33306,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,439
1858.6749999999993,40441,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,439
345.75,9980,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,439
214.00000000000003,5984,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,439
1169.5500000000002,33446,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,440
1862.6749999999993,40661,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,440
347.75,10010,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,440
216.55000000000004,5984,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,440
1177.5500000000002,33886,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,441
1864.6749999999993,40697,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,441
350.1,10010,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,441
224.55000000000004,6128,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,441
1181.5500000000002,34026,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,442
1872.6749999999993,40793,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,442
358.1,10290,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,442
226.55000000000004,6164,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,442
1183.5500000000002,34096,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,443
1876.6749999999993,40841,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,443
360.1,10326,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,443
230.55000000000004,6304,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,443
1187.5500000000002,34156,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,444
1878.6749999999993,40841,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,444
364.1,10506,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,444
238.55000000000004,6400,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,444
1191.5500000000002,34228,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,445
1882.6749999999993,41021,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,445
372.1,10786,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,445
240.55000000000004,6490,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,445
1193.5500000000002,34252,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,446
1884.6749999999993,41111,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,446
376.1,10926,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,446
244.55000000000004,6710,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,446
1197.5500000000002,34324,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,447
1888.6749999999993,41251,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,447
384.1,11366,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,447
246.70000000000005,6710,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,447
1199.5500000000002,34434,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,448
1890.6749999999993,41341,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,448
388.1,11506,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,448
250.70000000000005,6782,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,448
1202.4500000000003,34434,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,449
1898.6749999999993,41485,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,449
390.1,11576,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,449
252.70000000000005,6852,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,449
1210.4500000000003,34714,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,450
1902.6749999999993,41705,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,450
392.70000000000005,11576,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,450
260.70000000000005,6948,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,450
1212.4500000000003,34804,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,451
1904.6749999999993,41775,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,451
400.70000000000005,11672,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,451
268.70000000000005,7228,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,451
1214.4500000000003,34834,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,452
1906.6749999999993,41845,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,452
404.70000000000005,11744,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,452
276.70000000000005,7508,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,452
1222.4500000000003,35274,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,453
1910.6749999999993,42025,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,453
406.70000000000005,11768,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,453
284.70000000000005,7788,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,453
1230.4500000000003,35394,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,454
1913.1749999999993,42025,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,454
410.70000000000005,11840,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,454
286.70000000000005,7858,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,454
1238.4500000000003,35674,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,455
1917.1749999999993,42073,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,455
414.70000000000005,12060,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,455
290.70000000000005,8038,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,455
1242.4500000000003,35814,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,456
1919.1749999999993,42103,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,456
422.70000000000005,12500,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,456
292.70000000000005,8068,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,456
1246.4500000000003,35862,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,457
1921.1749999999993,42173,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,457
425.20000000000005,12500,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,457
295.35,8068,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,457
1249.3500000000004,35862,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,458
1929.1749999999993,42453,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,458
429.20000000000005,12548,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,458
297.35,8104,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,458
1253.3500000000004,35922,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,459
1931.1749999999993,42543,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,459
437.20000000000005,12644,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,459
305.35,8248,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,459
1255.3500000000004,35992,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,460
1939.1749999999993,42903,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,460
441.20000000000005,12864,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,460
309.35,8388,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,460
1257.3500000000004,36082,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,461
1947.1749999999993,43023,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,461
445.20000000000005,12936,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,461
317.35,8532,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,461
1259.3500000000004,36106,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,462
1951.1749999999993,43203,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,462
453.20000000000005,13056,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,462
321.35,8672,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,462
1267.3500000000004,36250,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,463
1953.6749999999993,43203,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,463
455.20000000000005,13092,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,463
323.55,8672,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,463
1271.3500000000004,36322,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,464
1961.6749999999993,43347,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,464
457.20000000000005,13122,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,464
327.55,8744,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,464
1279.3500000000004,36442,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,465
1965.6749999999993,43527,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,465
459.20000000000005,13192,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,465
329.55,8780,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,465
1281.3500000000004,36512,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,466
1973.6749999999993,43967,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,466
461.65000000000003,13192,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,466
337.55,8924,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,466
1283.9000000000003,36512,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,467
1975.6749999999993,44003,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,467
463.65000000000003,13282,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,467
345.55,9204,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,467
1285.9000000000003,36536,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,468
1983.6749999999993,44099,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,468
467.65000000000003,13502,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,468
349.55,9344,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,468
1293.9000000000003,36896,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,469
1986.1749999999993,44099,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,469
475.65000000000003,13622,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,469
357.55,9440,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,469
1297.9000000000003,37036,bot7,1,common,100,9,6,6,407,119,0.09,0.03,0.03,470
1988.1749999999993,44135,bot9,19,epic,100,9,28,22,347,104,0.09,0.14,0.11,470
479.65000000000003,13694,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,470
359.95,9440,bot13,1,common,100,7,7,7,584,107,0.07,0.035,0.035,470
